ts,timestamp,atr_1m,volume_1m,ema9_volume_1m,dist_daily,dist_4h,dist_weekly,ghost_track_kind,ghost_wick,ghost_wick_atr,ghost_broke,ghost_broke_atr,ghost_gap_prev,ghost_gap_prev_atr,ghost_prev_age,ghost_bars_since_pivot,ghost_n_in_leg,ghost_leg_extent_atr,rvol5,rvol15,rvol30,rng15,rng15_atr,body_atr,bar_rng_atr,vol_rel20,tf1m_dist_ob,tf1m_thick_ob,tf1m_dist_fvg,tf1m_thick_fvg,tf1m_dist_bsl,tf1m_dist_ssl,tf1m_dist_eqh,tf1m_dist_eql,tf1m_dist_bos,tf1m_dist_choch,tf1m_dist_sweep,tf1m_dist_grab,tf1m_dist_run,tf1m_dist_fib,tf1m_dist_vwap,tf1m_vwap_band1_width,tf1m_dist_poc,tf1m_dist_vah,tf1m_dist_val,tf1m_dist_supply,tf1m_thick_supply,tf1m_dist_demand,tf1m_thick_demand,tf10m_dist_ob,tf10m_thick_ob,tf10m_dist_fvg,tf10m_thick_fvg,tf10m_dist_bsl,tf10m_dist_ssl,tf10m_dist_eqh,tf10m_dist_eql,tf10m_dist_bos,tf10m_dist_choch,tf10m_dist_sweep,tf10m_dist_grab,tf10m_dist_run,tf10m_dist_fib,tf10m_dist_vwap,tf10m_vwap_band1_width,tf10m_dist_poc,tf10m_dist_vah,tf10m_dist_val,tf10m_dist_supply,tf10m_thick_supply,tf10m_dist_demand,tf10m_thick_demand,tf1h_dist_ob,tf1h_thick_ob,tf1h_dist_fvg,tf1h_thick_fvg,tf1h_dist_bsl,tf1h_dist_ssl,tf1h_dist_eqh,tf1h_dist_eql,tf1h_dist_bos,tf1h_dist_choch,tf1h_dist_sweep,tf1h_dist_grab,tf1h_dist_run,tf1h_dist_fib,tf1h_dist_vwap,tf1h_vwap_band1_width,tf1h_dist_poc,tf1h_dist_vah,tf1h_dist_val,tf1h_dist_supply,tf1h_thick_supply,tf1h_dist_demand,tf1h_thick_demand,target_3m,target_5m,target_10m,target_15m
1775029860,2026-04-01T02:51:00-05:00,12.9235651229231,621,621,,,,-1,34,0.657713248561975,0,0,0,0,0,50,0,7.08008967569656,101.985293057382,86.336890109327,68.1173010427803,358,6.92533361721139,0.909191843600378,1.77969467257946,2.98489356832227,230.75,44,-64.75,49,-265.25,66.75,,,-41.25,170.75,152.75,170.75,-41.25,,,,,,,,,,,,,92.75,98,-314.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,7
1775029920,2026-04-01T02:52:00-05:00,13.054024757,332,563.2,,,,-1,10,0.191511816971192,6,0.114907090182715,4,0.0766047267884769,1,51,1,7.12423959132835,103.311422408173,104.335097162939,79.5527822347548,364,6.97103013775139,0.574535450913576,1.12991972013003,1.53264453726094,200.25,44,-37.75,12,-295.75,36.25,,,-71.75,140.25,122.25,140.25,-71.75,,,,,,,,,,,,,62.25,98,-344.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,6
1775029980,2026-04-01T02:53:00-05:00,13.1394515600715,544,559.36,,,,-1,52,0.98938680511634,25,0.475666733229009,27,0.51372007188733,1,52,2,7.55358772367667,78.3964284900785,113.079548880423,87.8260270658812,369,7.02084098246018,0.323453378595726,1.08452015176214,2.30694668820679,184,44,-54,12,-312,151,,,-88,124,20,124,69,,,,,,,,,,,,,46,98,-361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,5
1775030340,2026-04-01T02:59:00-05:00,13.3489205437383,457,538.888,,,,-1,28,0.524386970247086,39,0.73039613712987,11,0.206009166882784,6,58,3,8.16545425099034,26.1597655443112,124.831824367827,125.647442937584,387,7.24777705305794,0.618027500648351,1.38587984993873,1.64191616766467,-67.25,40,-88.25,12,-87.25,1.75,,,1.75,89.75,-14.25,89.75,34.75,,,,,,,,,,,,,11.75,98,-395.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,7
1775030400,2026-04-01T03:00:00-05:00,13.7168547906141,409,512.9104,,,,-1,57,1.03886789045479,2,0.0364515049282383,55,1.00241638552655,1,59,4,7.98287957928419,26.119384032213,116.624380357411,130.57680410008,388,7.07159195607824,0.528546821459456,1.34870568234482,1.39977183833116,-70.25,40,-91.25,12,-90.25,113.75,,,-1.25,86.75,-17.25,-1.25,31.75,,,,,,,,,,,,,8.75,98,-398.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,6
1775030460,2026-04-01T03:01:00-05:00,14.1299365912845,388,487.92832,,,,-1,7,0.12385052039649,21,0.371551561189471,14,0.247701040792981,1,60,5,8.12105555171272,40.0735435030256,112.055162197018,137.706348806295,399,7.05947966259995,1.22081227247969,1.34466279287618,1.28274559193955,-91.25,40,-112.25,12,-111.25,92.75,,,-22.25,65.75,-38.25,-22.25,10.75,,,,,,,,,,,,,-12.25,98,-419.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5
1775030520,2026-04-01T03:02:00-05:00,14.3527982633356,429,476.142656,,,,-1,31,0.539964392852748,27,0.470291567968522,4,0.0696728248842255,1,61,6,8.4652482234334,39.6344406910062,99.9087083291542,144.262075078419,425,7.40273764394896,0.121927443547395,1.20185622925289,1.37899892851676,93.5,44,-144.5,12,-143.5,60.5,,,28.5,33.5,15.5,33.5,4.5,,,,,,,,,,,,,-44.5,98,-451.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,4
1775030760,2026-04-01T03:06:00-05:00,15.5464330278824,249,430.7141248,,,,-1,10,0.160808591624605,17,0.273374605761828,7,0.112566014137223,4,65,7,8.08867215871761,38.580723453847,47.4054568984416,154.849085673849,195,3.13576753667979,1.10957928220977,1.72065193038327,0.749355116079106,91,44,-147,12,-146,32,,,26,31,13,31,2,,,,,,,,,,,,,-47,98,-454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3
1775030940,2026-04-01T03:09:00-05:00,14.4285762981988,253,395.17129984,,,,-1,12,0.207920721906187,18,0.311881082859281,6,0.103960360953094,3,68,8,9.02722467609362,40.970178856768,56.7559192948189,154.499992422941,213,3.69059281383482,0.641088892544077,0.849009614450264,0.745998315080034,51.5,44,-43.5,30,-144.5,73.5,,,-13.5,-8.5,-13.5,-7.5,36.5,,,,,,,,,,,,,-206.5,124,-493.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2
1775031000,2026-04-01T03:10:00-05:00,13.8979637054703,223,360.737039872,,,,-1,11,0.197870713888653,10,0.179882467171502,1,0.0179882467171502,1,69,9,9.55175900680678,29.8552061344974,59.3464075892551,153.931360299527,223,4.01137901792451,0.161894220454352,0.503670908080207,0.676538572666859,28.75,44,-66.25,30,-167.25,50.75,,,13.75,-31.25,-4.25,28.75,13.75,,,,,,,,,,,,,-229.25,124,-516.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1775031060,2026-04-01T03:11:00-05:00,14.2623948693653,363,361.1896318976,,,,-1,38,0.666087293684834,60,1.05171677950237,22,0.385629485817535,1,70,10,10.3594102780983,26.5015722804013,63.8209164381083,153.97362505065,275,4.82036857271919,0.578444228726303,1.33217458736967,1.11921891058582,-216.75,40,-94.75,30,-195.75,57.25,,,-14.75,-59.75,22.25,0.25,-5.75,,,,,,,,,,,,,-257.75,124,-544.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1775033640,2026-04-01T03:54:00-05:00,14.9989231099253,1949,678.75170551808,,,,-1,186,3.10022257326123,27,0.450032309021791,159,2.65019026423944,43,113,11,10.3007395176099,29.7307360599543,22.4819371941121,26.0739363366449,303,5.05036257902232,1.61678273981903,4.76700890297157,8.87253414264037,-82.75,63,,,-380.25,-10.25,-96.25,-14.25,-10.25,55.75,11.75,-32.25,0.75,,,,,,,-95.75,3,,,,,-142.25,124,-429.25,161.75,,167.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1775035080,2026-04-01T04:18:00-05:00,12.1630407785692,219,586.801364414464,,,,-1,4,0.0822162827705029,12,0.246648848311509,8,0.164432565541006,24,137,12,12.9490645363542,22.4381866963938,50.8001214934571,81.7477529309594,186,3.82305714882838,0.678284332856649,0.842716898397654,1.36875,-39.5,52,,,-294.5,0.5,-276.5,-194.5,0.5,-124.5,-7.5,-64.5,-70.5,,,,,,,-276,3,,,,,-322.5,124,-609.5,,,-13,,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5
1775035140,2026-04-01T04:19:00-05:00,11.8478235800999,193,508.041091531571,,,,-1,22,0.464220281709631,9,0.189908297063031,13,0.2743119846466,1,138,13,13.4834890914752,20.0034719208664,49.1349783122981,83.4285477558201,195,4.114679769699,0.0844036875835692,0.654128578772661,1.19875776397516,-51.25,52,,,-306.25,-11.25,-288.25,-206.25,-11.25,-136.25,-19.25,-3.25,-82.25,,,,,,,-287.75,3,,,,,-334.25,124,-621.25,,,-24.75,,,-30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4
1775035200,2026-04-01T04:20:00-05:00,12.3051218958071,286,463.632873225257,,,,-1,4,0.0812669722793031,38,0.772036236653379,34,0.690769264374076,1,139,14,13.754435058272,31.3603606838669,52.0168242014062,87.013735803736,233,4.7338011352694,1.03615389656111,1.48312224409728,1.7338337182448,-74,52,,,-329,,-311,-229,-34,-159,-42,-26,-34,,,,,,,-310.5,3,,,,,-357,124,-644,,,-47.5,,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3
1775035260,2026-04-01T04:21:00-05:00,12.3904703318209,158,402.506298580206,,,,-1,0,0,20,0.403535932543185,20,0.403535932543185,1,140,15,14.06322724913,38.3597734902361,53.5957087834465,90.3065999687666,220,4.43889525797503,0.585127102187618,1.0895470178666,0.959236773633998,-106.25,52,,,-361.25,,-343.25,-261.25,18.75,-191.25,-74.25,-58.25,-66.25,,,,,,,-342.75,3,,,,,-389.25,124,-676.25,,,-79.75,,,-85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2
1775035320,2026-04-01T04:22:00-05:00,12.0054367366908,225,367.005038864165,,,,-1,23,0.478949673061618,4,0.083295595315064,19,0.395654077746554,1,141,16,14.597553078965,35.0951088709904,51.7224790951671,92.5292315372054,202,4.20642756341073,0.41647797657532,0.583069167205448,1.41467065868263,-117.5,52,,,-372.5,,-354.5,-272.5,7.5,-202.5,-85.5,-69.5,-77.5,,,,,,,-354,3,,,,,-400.5,124,-687.5,,,-91,,,-96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1775035380,2026-04-01T04:23:00-05:00,12.0229055412129,192,332.004031091332,,,,-1,43,0.894126628804531,10,0.207936425303379,33,0.686190203501152,1,142,17,14.7842798390703,28.6671511586965,48.908676058037,92.7879773510281,186,3.86761751064286,0.291110995424731,1.01888848398656,1.17757009345794,-110.75,52,,,-365.75,,-347.75,-265.75,14.25,-195.75,-78.75,-62.75,-70.75,,,,,,,-347.25,3,,,,,-393.75,124,-680.75,,,-84.25,,,-89.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1775038380,2026-04-01T05:13:00-05:00,11.5064253325093,87,283.003224873065,,-1,,1,9,0.195542919280329,0,0,0,0,0,50,0,6.56155129140658,32.997053740532,36.4900992565107,39.6959044273317,147,3.1938676815787,0.564901766809838,0.955987605370495,0.531722933643772,-24,64,34.5,25,-56,91,-98,-16,-12,37,10,-34,-1,,,,,,,-97.5,3,,,,,-144,124,-431,280,,165.5,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2
1775038620,2026-04-01T05:17:00-05:00,10.4430319117503,72,240.802579898452,,8.25,,1,27,0.646364011624348,9,0.215454670541449,18,0.430909341082899,4,54,1,7.44515583759897,9.68532681717843,30.8805662998592,32.419306692309,128,3.06424420325617,0.0718182235138164,0.718182235138164,0.519587628865979,-14.75,64,43.75,25,-46.75,100.25,-88.75,-6.75,-2.75,46.25,-5.75,-24.75,-2.75,,,,,,,-88.25,3,,,,,-134.75,124,-421.75,289.25,,174.75,,,169.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1775038800,2026-04-01T05:20:00-05:00,10.4007256232199,420,276.642063918762,,8.75,,1,57,1.3700967140395,23,0.552846042507167,34,0.817250671532333,3,57,2,8.02828600858233,7.49258893099634,29.2963708289952,32.262225538083,145,3.48533374624083,0.0240367844568333,1.53835420523733,3.10344827586207,-14.25,64,44.25,25,-46.25,100.75,-88.25,-6.25,-2.25,46.75,-5.25,-24.25,-2.25,,,,,,,-87.75,3,,,,,-134.25,124,-421.25,289.75,,175.25,,,169.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1775040000,2026-04-01T05:40:00-05:00,9.51747880144768,139,249.11365113501,,42.5,,1,13,0.341476988580805,8,0.210139685280495,5,0.131337303300309,20,77,3,8.98347154574117,27.913059468444,24.1414289914661,26.5171100987961,129,3.38850242514798,0.446546831221052,0.814291280461919,0.979859013091641,-41,63,28.5,32,-25.5,87.5,-54.5,27.5,-6.5,0.5,0.5,9.5,31.5,,,,,,,-54,3,,,,,-100.5,124,-25.5,323.5,,209,,,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,9
1775040060,2026-04-01T05:41:00-05:00,9.49837317277285,110,221.290920908008,,60.5,,1,4,0.105281186768541,17,0.4474450437663,13,0.342163856997759,1,78,4,9.44898651247658,34.49355817476,30.6068185826296,26.4312667619825,123,3.23739649313264,0.658007417303383,0.973850977609007,0.865492693892844,-23,63,46.5,32,-7.5,105.5,-36.5,45.5,11.5,18.5,5.5,27.5,-20.5,,,,,,,-36,3,,,,,-82.5,124,-7.5,341.5,,227,,,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,8
1775040120,2026-04-01T05:42:00-05:00,9.31991794614621,147,206.432736726406,,67.5,,1,28,0.7510795739242,5,0.134121352486464,23,0.616958221437735,1,79,5,9.76403446101459,30.3941697625639,32.9184005345035,26.1134959784484,128,3.43350662365348,0.590133950940443,0.7510795739242,1.12418062636562,-16,63,53.5,32,-47.5,112.5,-29.5,52.5,18.5,25.5,12.5,-0.5,-13.5,,,,,,,-29,3,,,,,-75.5,124,-0.5,348.5,,234,,,228.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,7
1775040300,2026-04-01T05:45:00-05:00,9.55479581912654,255,216.146189381125,,92.75,,1,7,0.183154096971585,43,1.12508945282545,36,0.941935355853867,3,82,6,10.6491024953479,25.1064400768674,41.0616438266906,35.0417025230339,171,4.47419294030587,1.43906790477674,1.67455174374021,1.8332762752482,121.25,33,78.75,32,-22.25,137.75,-4.25,77.75,43.75,50.75,-3.25,24.75,11.75,,,,,,,,,,,,,-50.25,124,24.75,373.75,,259.25,,,253.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,6
1775040360,2026-04-01T05:46:00-05:00,10.2294532606175,426,258.1169515049,,155.5,,1,10,0.244392338114959,69,1.68630713299322,59,1.44191479487826,1,83,7,11.633075294272,48.2058664018764,56.5352489602726,46.4142322713207,240,5.86541611475901,1.53967173012424,1.83294253586219,2.81143934632307,184,33,56,41,40.5,200.5,58.5,140.5,-1.5,113.5,33.5,87.5,-1.5,,,,,,,,,34.5,2,,,12.5,124,87.5,436.5,,322,,,316.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5
1775040420,2026-04-01T05:47:00-05:00,10.1952065991448,246,255.69356120392,,181.75,,1,17,0.416862567587055,6,0.147127965030725,11,0.26973460255633,1,84,8,11.8192798574683,58.1991313413601,66.9140073153596,54.8544948818317,246,6.03224656625974,0.0980853100204836,0.956331772699715,1.80566235581964,-180.75,37,37.75,36,-199.25,226.75,84.75,166.75,24.75,-118.25,59.75,113.75,24.75,,,,,,,,,60.75,2,,,38.75,124,113.75,462.75,,348.25,,,342.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5
1775040480,2026-04-01T05:48:00-05:00,10.1634061277773,232,250.954848963136,,191.5,,1,35,0.860931846075265,17,0.418166896665129,18,0.442764949410136,1,85,9,12.2744283197588,57.8928608148996,73.7963572525772,61.5605587477913,263,6.46928787193699,0.0737941582350227,0.959324057055295,1.6283422459893,-171,37,47.5,36,-189.5,236.5,94.5,176.5,34.5,-108.5,69.5,-119.5,34.5,,,,,,,,,70.5,2,,,48.5,124,123.5,472.5,,358,,,352.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5
1775040540,2026-04-01T05:49:00-05:00,10.4195914043647,230,246.763879170509,,204,,1,0,0,13,0.311912422845929,13,0.311912422845929,1,86,10,12.2845508074704,53.0712309594902,82.3490095568854,71.0829563294965,272,6.52616761646867,1.27164295467956,1.31962948127124,1.52365930599369,-158.5,37,60,36,-177,249,107,189,47,-96,-66,-107,-25,,,,,,,,,83,2,,,-43.5,47,136,485,,370.5,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,5
1775040600,2026-04-01T05:50:00-05:00,10.3896205897672,369,271.211103336407,,237.5,,1,16,0.384999622020811,27,0.649686862160118,11,0.264687240139307,1,87,11,12.9696747668261,39.8608691436713,87.4056634320683,79.4267311372357,295,7.09843053100869,0.240624763763007,0.962499055052026,2.2572094378095,-125,37,93.5,36,-143.5,282.5,140.5,222.5,-32.5,-62.5,-32.5,-73.5,8.5,,,,,,,,,116.5,2,,,-10,47,169.5,518.5,,404,,,398.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5
1775040660,2026-04-01T05:51:00-05:00,10.361790547641,179,252.768882669126,,245.25,,1,18,0.434287875180463,7,0.168889729236847,11,0.265398145943616,1,88,12,13.173398880474,28.4018778721877,90.3553531549183,86.6214268647866,302,7.2863854613611,0.0723813125300771,0.965084167067695,1.07676883414494,-117.25,37,101.25,36,-135.75,290.25,148.25,230.25,-24.75,-54.75,-24.75,-65.75,16.25,,,,,,,,,124.25,2,,,-2.25,47,177.25,526.25,,411.75,,,406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
1775041320,2026-04-01T06:02:00-05:00,10.450151763005,122,226.615106135301,,241.25,,1,19,0.454538853379687,1,0.0239230975462993,18,0.430615755833387,11,99,13,13.0859343578257,15.5715195861619,24.4971299339331,98.0011149037221,118,2.82292551046332,0.430615755833387,1.02869319449087,0.619289340101523,-121.25,37,97.25,36,-139.75,93.25,144.25,226.25,-28.75,-58.75,-23.75,-69.75,12.25,,,,,,,,,120.25,2,,,-6.25,47,173.25,522.25,,407.75,,,402.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,7
1775041380,2026-04-01T06:03:00-05:00,10.6144266370761,268,234.89208490824,,264.75,,1,19,0.447504152829914,27,0.635926954021457,8,0.188422801191543,1,100,14,13.5193359854932,25.2811963500323,27.8926513619627,98.7948925868575,145,3.41516327159671,0.565268403574629,1.20119535759609,1.3217472992015,95.75,42,28.25,11,-116.25,116.75,167.75,249.75,-0.25,-35.25,-0.25,-46.25,-6.25,,,,,,,,,143.75,2,,,17.25,47,-165.25,545.75,,431.25,,,425.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,6
1775041440,2026-04-01T06:04:00-05:00,10.6062533058563,399,267.713667926592,,278,,1,12,0.282852003764941,6,0.141426001882471,6,0.141426001882471,1,101,15,13.6711801819722,29.4773924672225,31.3488436788345,98.3150661763133,151,3.55922104737551,0.424278005647412,0.989982013177295,1.82787958115183,-84.5,37,41.5,11,-103,130,181,263,8,-22,8,-33,7,,,,,,,,,157,2,,,30.5,47,-152,559,,444.5,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5
1775041500,2026-04-01T06:05:00-05:00,10.2415209268666,111,236.370934341274,,288.5,,1,13,0.317335679261687,2,0.0488208737325673,11,0.26851480552912,1,102,16,14.2068742561771,30.2103734943259,35.1238322759633,96.0432828198719,153,3.7347968405414,0.0488208737325673,0.53702961105824,0.512871287128713,-74,37,52,11,-92.5,140.5,191.5,273.5,18.5,-11.5,18.5,-22.5,-4.5,,,,,,,,,167.5,2,,,41,47,-141.5,569.5,,455,,,449.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4
1775041680,2026-04-01T06:08:00-05:00,9.77355010070187,125,214.096747473019,,288,,1,12,0.306950900040361,6,0.153475450020181,6,0.153475450020181,3,105,17,15.0405941019777,7.04154339142587,42.2725069489615,84.9392266060929,159,4.06709942553478,0.460426350060542,0.869694216781023,0.649430974764968,-74.5,37,51.5,11,-93,140,191,273,18,-12,18,-23,-5,,,,,,,,,167,2,,,40.5,47,-142,569,,454.5,,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3
1775041920,2026-04-01T06:12:00-05:00,9.32726896153025,196,210.477397978415,,303.25,,1,9,0.24122816756759,10,0.268031297297322,1,0.0268031297297322,4,109,18,16.0282715783799,12.9411059118694,36.6349709123673,69.4441285690584,135,3.61842251351385,0.214425037837858,0.777290762162234,1.13795963505668,-59.25,37,66.75,11,-3.75,155.25,206.25,288.25,33.25,3.25,-17.75,-7.75,3.25,,,,,,,,,182.25,2,,,204.25,98,-126.75,584.25,,469.75,,,464.25,,235.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4
1775042040,2026-04-01T06:14:00-05:00,9.00284925764598,184,205.181918382732,,318.75,,1,11,0.305458852114453,22,0.610917704228907,11,0.305458852114453,2,111,19,17.2167716646328,17.931970208417,33.1020557329904,58.011032715798,140,3.88765811782031,0.666455677340625,0.971914529455079,1.0967925063866,-43.75,37,82.25,11,-62.25,53.75,221.75,303.75,48.75,-2.25,-2.25,7.75,18.75,,,,,,,,,197.75,2,,,219.75,98,-111.25,599.75,,485.25,,,479.75,,250.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3
1775042100,2026-04-01T06:15:00-05:00,8.98478859638555,299,223.945534706186,,330.5,,1,33,0.918218599302253,15,0.417372090591933,18,0.50084650871032,1,112,20,17.6687518350585,18.9912260443255,30.7910675967885,51.6031240735668,155,4.31284493611664,0.194773642276236,0.973868211381178,1.69932341001353,-32,37,94,11,-50.5,65.5,233.5,315.5,60.5,9.5,9.5,19.5,30.5,,,,,,,,,209.5,2,,,231.5,98,-99.5,611.5,,497,,,491.5,,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2
1775042700,2026-04-01T06:25:00-05:00,9.35761613140898,170,213.156427764949,,333.25,,1,3,0.0801486179244534,4,0.106864823899271,1,0.0267162059748178,10,122,21,17.0716556179086,18.6279360101972,18.8761382107146,47.4772523437747,93,2.48460715565806,1.01521582704308,1.46939132861498,1.04630715123095,-29.25,37,96.75,11,-7.75,59.25,236.25,57.75,-20.75,12.25,12.25,22.25,33.25,,,,,,,,,212.25,2,,,234.25,98,-96.75,614.25,,499.75,,,494.25,,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5
1775042760,2026-04-01T06:26:00-05:00,9.42135783630834,269,224.325142211959,,351.5,,1,13,0.344960891674769,11,0.291889985263266,2,0.053070906411503,1,123,22,17.2480445837385,23.7486841740758,19.0820596372614,44.4739865974591,95,2.52086805454639,0.0796063596172545,1.08795358143581,1.58235294117647,-11,37,115,11,-2.5,77.5,254.5,76,-2.5,30.5,-13.5,40.5,51.5,,,,,,,,,230.5,2,,,252.5,98,-78.5,632.5,,518,,,512.5,,283.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,5
1775043300,2026-04-01T06:35:00-05:00,9.62986046085856,386,256.660113769567,,364.25,,1,23,0.597101071544224,21,0.545179239236031,2,0.0519218323081934,9,132,23,17.4197747393989,14.247806848775,21.4414172805811,24.253688692496,116,3.01146627387522,0.363452826157354,1.11631939462616,1.84227272727273,-36.25,59,127.75,11,-57.75,75.25,267.25,88.75,10.25,43.25,-0.75,10.25,64.25,,,,,,,,,243.25,2,,,265.25,98,-65.75,645.25,,530.75,,,525.25,,296.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4
1775043360,2026-04-01T06:36:00-05:00,9.62058471365437,280,261.328091015654,,380.5,,1,24,0.623662716828872,15,0.389789198018045,9,0.233873518810827,1,133,24,17.8263593226919,20.0034719208664,24.6284102968503,26.5144415128981,131,3.40415899602426,0.311831358414436,0.98746596831238,1.34215932435517,-20,59,19.5,12,-41.5,91.5,283.5,105,11.5,59.5,-0.5,26.5,80.5,,,,,,,,,259.5,2,,,281.5,98,-49.5,661.5,,547,,,541.5,,312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3
1775043420,2026-04-01T06:37:00-05:00,9.86197151982192,234,255.862472812523,,388.75,,1,5,0.126749504142005,5,0.126749504142005,0,0,1,134,25,17.516781472425,27.5302863527909,29.5529186375898,30.1343160387248,121,3.06733800023651,0.583047719053221,1.31819484307685,1.14119832791454,-11.75,59,27.75,12,-33.25,99.75,291.75,113.25,19.75,67.75,7.75,34.75,88.75,,,,,,,,,267.75,2,,,289.75,98,-41.25,669.75,,555.25,,,549.75,,320.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3
1775043480,2026-04-01T06:38:00-05:00,9.88968783983464,464,297.489978250018,,419.5,,1,18,0.455019417486007,34,0.859481121918013,16,0.404461704432006,1,135,26,18.3271709820753,32.3453585885552,34.5452601669173,34.3650900955268,155,3.91822276168506,0.530855987067008,1.03643311760702,2.09728798966853,101.5,58,58.5,12,-2.5,130.5,322.5,144,50.5,98.5,7.5,65.5,119.5,,,,,,,,,298.5,2,,,320.5,98,-10.5,700.5,,586,,,580.5,,351.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3
1775043660,2026-04-01T06:41:00-05:00,9.15621143736031,336,305.191982600015,,436.75,,1,26,0.70990060075261,13,0.354950300376305,13,0.354950300376305,3,138,27,20.1502555136702,18.6785676348292,44.3239142563019,43.2982060991537,168,4.58705003563225,0,0.791812208531757,1.44768157570784,118.75,58,75.75,12,,147.75,339.75,161.25,67.75,6.75,6.75,82.75,14.75,,,,,,,,,315.75,2,,,337.75,98,,717.75,,603.25,,,6.75,,368.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
1775044320,2026-04-01T06:52:00-05:00,9.29403595841576,418,327.753586080012,,460.75,,1,5,0.134494852999587,28,0.753171176797685,23,0.618676323798098,11,149,28,20.6046114795367,25.708299567779,22.290342639807,50.2385775297872,112,3.01268470719074,1.04905985339678,1.29115058879603,1.73409719478467,70.25,35,99.75,12,3.75,75.75,363.75,185.25,3.75,30.75,30.75,106.75,38.75,,,,,,,,,339.75,2,682.75,118,361.75,98,,741.75,,627.25,30.75,,30.75,,392.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3
